"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"0","Panicled hydrangea 'Wim’s Red'","Hydrangea paniculata 'Wim’s Red'","350","White panicles deepen through pink to wine-red · red stems · dark green leaves","Keep evenly moist; water in dry spells","Any aspect","Fertile, drained; Avoid dry soil · best red colour in sun","Prune to strong buds in early spring","","Jun-Oct","","","","","","","","","","","US plant-patent denomination 'WIMS RED'","H5","cold hardy · heat tolerant · shade tolerant","specimen · mixed borders · flowering hedge · pollinators","1.5–2 m H × 1.2–1.5 m W","","","13","8","13","7","78","42","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"0","Dwarf rhododendron 'Gartendirektor Glocker'","Rhododendron 'Gartendirektor Glocker'","345","Rose-red bells with darker rims · bronze young leaves · compact rounded habit","Keep evenly moist; water in dry spells","Any aspect","Acidic, drained; Avoid chalk · drought · waterlogging","Deadhead; tidy wayward shoots after flowering","","Apr-May","","","","","","","","","","","Synonym Rhododendron 'Director Glockner' · Doncaster × R. williamsianum","H5","cold hardy · shade tolerant","small gardens · woodland borders · containers","75–100 cm H × 1–1.2 m W","","","7","8","13","7","60","30","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"0","Shirasawa maple Moonrise","Acer shirasawanum MOONRISE ('Munn 001')","5","Bright-red spring leaves · chartreuse summer foliage · orange-red autumn colour","Moderate; water in dry spells","North / East / West","Fertile, moist, drained; Avoid hot midday sun · drying winds","Prune minimally from Jul-Jan","","Apr-Nov","","","","","","","","","","","Breeder code 'Munn 001' · trade designation MOONRISE","H6","cold hardy · improved scorch resistance · disease tolerant","specimen · small gardens · shaded borders · large containers","1.5–2.5 m H × 1.5–2.5 m W","","","11","5","10","6","55","35","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","","","","",""
"0","Crimson bottlebrush 'Splendens'","Callistemon citrinus 'Splendens'","0","Crimson bottlebrush spikes · lemon-scented leaves · pink-flushed new growth","Moderate; water in dry spells","South / West","Moist, well-drained; Shelter from frost · avoid winter wet","Shape lightly after flowering","","May-Aug","","","","","","","","","","","Synonyms Callistemon 'Splendens' and C. citrinus 'Endeavour' · Kew accepts Melaleuca citrina","H3","drought tolerant · salt-spray tolerant","specimen · sunny walls · coastal gardens · pollinators","2–4 m H × 2–3 m W","","","12","8","7","9","90","72","","","Half-hardy: withstands -5 to 1C. Outdoors in mild or coastal UK gardens; needs shelter or winter protection elsewhere.","","","","",""
"0","Pink Annabelle Hydrangea","Hydrangea arborescens 'Pink Annabelle'","330","Large mophead clusters ageing from pale green-white to soft pink · summer","Keep moist — dislikes drying out","Any aspect","Fertile, humus-rich","Flowers on new wood — hard prune near ground in late winter","","Jun-Sep","","","","","","","","","","","'Annabelle'","H6","Very hardy, reliable once established; takes more sun than most hydrangeas","Borders, mass planting, cut/dried flowers","1–1.5 m H × 1–1.5 m W","","","14","8","16","10","50","","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","","","","",""
"0","Pittosporum 'Elizabeth'","Pittosporum tenuifolium 'Elizabeth'","55","Small wavy-edged leaves, cream margins flushed pink in cool weather · year-round","Moderate","Any aspect","Fertile, well-drained","Trim to shape spring/summer, tolerates clipping","","Jan-Dec","","","","","","","","","","","'Silver Queen', 'Purpureum', 'Tom Thumb'","H4","Generally good; leaf damage possible in hard frost, cold winds or exposed sites","Hedging, mixed borders, foliage contrast, cut foliage","1.5–2.5 m H × 1–1.5 m W","","","10","4","8","6","65","","","","Hardy through an average UK winter, withstanding -10 to -5C.","","","","",""
"0","Goshiki Holly Olive","Osmanthus heterophyllus 'Goshiki'","85","Cream-flecked holly-like leaves · pink-bronze new growth · fragrant white flowers","Moderate; water in prolonged dry spells","Any aspect","Moist, well-drained; Avoid waterlogged ground","Prune lightly in mid-spring if needed","","Jan-Dec","","","","","","","","","","","syn. Osmanthus heterophyllus 'Tricolor'","H5","coastal · generally pest free","hedging · woodland gardens · containers","1–1.5 m H × 1–1.5 m W","","","5","3","7","4","65","35","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"0","Eastern Redbud","Cercis canadensis 'Eternal Flame'","350","Heart-shaped leaves: glossy burgundy-red through fiery orange to golden yellow","Moist, not waterlogged","Any aspect","Mod. fertile, well-drained","Light prune late winter — shape + dead/crossing wood","","Apr-Oct","","","","","","","","","","","'Forest Pansy', 'Ruby Falls', 'Hearts of Gold'","H6","Very resilient once established but dislikes root disturbance","Specimen tree, courtyard gardens, mixed borders","4 m H × 4 m W","","","8","6","11","5","70","","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","","","","",""
"0","Giant Hyssop","Agastache 'Summerlong Coral'","355","Upright spikes of tubular coral-pink flowers over green foliage","Low to moderate","Any aspect","Any well-drained soil; Hates winter wet","Deadhead to prolong flowering; cut old stems early spring","","Jun-Oct","","","","","","","","","","","'Summerlong Lemon', 'Summerlong Blue', 'Kudos Coral'","H4","Drought-tolerant once established","Sunny borders, gravel gardens, containers, pollinator planting","50 cm H × 50 cm W","","","14","4","5","7","90","","","","Hardy through an average UK winter, withstanding -10 to -5C.","","","","",""
"0","Variegated Spanish Dagger","Yucca gloriosa 'Variegata'","55","Rigid blue-green sword leaves broadly edged creamy yellow · architectural","Low once established","East / South","Dry, gritty, well-drained; Sharp tips · toxic to pets · no winter wet","","","Aug-Oct","","","","","","","","","","","syn. 'Aureovariegata'","H5","","","1.5–2.5 m H × 1.5–2.5 m W","","","8","6","6","6","95","72","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"0","Peruvian lily 'Indian Summer'","Alstroemeria INDIAN SUMMER ('Tesronto')","25","Copper-orange blooms · yellow throats · bronze-purple foliage · near-black buds","Moderate; water in dry spells","East / South / West","Moist, fertile, drained; Avoid winter wet · shelter from wind","Pull spent stems from base after flowering","","May-Nov","","","","","","","","","","","Breeder code 'Tesronto' · Summer Paradise Series","H4","drought tolerant once established · generally disease-free","cut flowers · borders · patio containers","60–90 cm H × 50–60 cm W","","","14","8","10","9","82","45","","","Hardy through an average UK winter, withstanding -10 to -5C.","","","","",""
"0","Kousa Dogwood 'Flower Tower'","Cornus kousa FLOWER TOWER ('Zuilb1')","150","Creamy-white bracts · green button centres · red autumn colour · narrow column","Regular in dry spells; dislikes drought","Any aspect","Humus-rich, well-drained; Neutral to acid; avoid shallow chalk","Minimal; take out dead or crossing stems in late winter","","May-Jun","","","","","","","","","","","Breeder code 'Zuilb1' · Dutch selection, introduced 2023","H6","resistant to dogwood anthracnose · generally trouble-free","small gardens · narrow spaces · specimen tree","3–4 m H × 1–1.5 m W","","","7","4","12","5","70","40","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","","","","",""
"0","Everflame Red Hook Sedge","Uncinia 'Everflame'","5","Glossy bronze blades edged vivid scarlet · compact evergreen fountain","Keep evenly moist","South / West","Humus-rich, well-drained; Shelter from hard frost · no winter wet","Remove dead foliage and old flower stems in spring","","Jan-Dec","","","","","","","","","","","trade name EVERFLAME; accepted taxonomy is Carex punicea but retail labels retain Uncinia","H3","generally pest and disease free","containers · edging · rock gardens","25–30 cm H × 30–40 cm W","","","6","2","10","8","80","55","","","Half-hardy: withstands -5 to 1C. Outdoors in mild or coastal UK gardens; needs shelter or winter protection elsewhere.","evergreen","","","",""
"0","Doctor King Camellia","Camellia japonica 'Doctor King'","345","Ruffled reddish-pink blooms · golden stamens · glossy dark evergreen foliage","Keep evenly moist; water in dry spells","North / South / West","Acid, moist, well-drained; Shelter from cold wind and morning sun","Deadhead; remove damaged wood after flowering","","Mar-May","","","","","","","","","","","commonly sold as Camellia japonica 'Dr King'","H4","shade tolerant · low maintenance","woodland borders · containers · specimens","2.5–4 m H × 1–1.5 m W","","","6","10","12","8","35","15","","","Hardy through an average UK winter, withstanding -10 to -5C.","evergreen","","","",""
"0","Bluebeard 'Worcester Gold'","Caryopteris × clandonensis 'Worcester Gold'","225","Golden aromatic foliage · violet-blue late-summer flowers · rounded habit","Low once established","South / West","Light, well-drained; Shelter from cold · avoid winter wet","Cut back hard to a low framework in spring","","Jul-Oct","","","","","","","","","","","","H4","drought tolerant · coastal suitable","borders · gravel gardens · pollinators","0.5–1 m H × 1–1.5 m W","","","9","8","5","5","95","80","","","Hardy through an average UK winter, withstanding -10 to -5C.","","","","",""
"0","Summer Fruits Lemon Yarrow","Achillea millefolium 'Summer Fruits Lemon'","55","Flat lemon-yellow flowerheads · feathery grey-green foliage · compact clumps","Low once established","East / South / West","Well-drained loam or sand; Full sun · avoid winter wet","Deadhead for repeat bloom; cut back in spring","","Jun-Oct","","","","","","","","","","","Summer Fruits Series","H7","drought tolerant · exposed-site tolerant","pollinators · cut flowers · prairie borders","60–80 cm H × 50–60 cm W","","","10","8","4","4","95","75","","","Very hardy: withstands below -20C, so hardy anywhere in the UK.","","","","",""
"0","Fanal Yarrow","Achillea 'The Beacon'","350","Cerise-red flat flowerheads · yellow centres · finely cut grey-green foliage","Low once established","East / South / West","Well-drained loam or sand; Avoid heavy wet clay in winter","Deadhead; cut untidy foliage back in spring","","Jun-Jul","","","","","","","","","","","syn. Achillea millefolium 'Fanal'","H7","drought tolerant · exposed-site tolerant","pollinators · cut flowers · cottage borders","60–75 cm H × 30–50 cm W","","","10","8","5","4","90","55","","","Very hardy: withstands below -20C, so hardy anywhere in the UK.","","","","",""
"0","Whitewater Dog Hobble","Leucothoe fontanesiana WHITEWATER ('Howw')","120","Cream-edged evergreen leaves flush rich red in winter · white spring bells","Keep evenly moist","North / East / West","Moist, acid to neutral; Sheltered · avoid dry or chalky soil","Remove dead or misplaced shoots after flowering","","Jan-Dec","","","","","","","","","","","trade name WHITEWATER; cultivar code 'Howw'","H6","shade tolerant · generally pest free","woodland borders · containers · groundcover","1–1.5 m H × 1–1.5 m W","","","7","4","13","5","30","10","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","evergreen","","","",""
"0","Daredevil Hydrangea","Hydrangea DAREDEVIL ('Jpd01')","350","Near-black red foliage · pink-purple lacecaps · fiery red autumn colour","Keep evenly moist; water more in sun","East / South / West","Moist, acid to neutral; Sheltered · improve chalky soil","Deadhead and remove weak stems in spring","","Jun-Oct","","","","","","","","","","","cultivar code 'Jpd01'; syn. Hydrangea serrata DAREDEVIL","H5","compact · repeat flowering · cold hardy","containers · small gardens · shrub borders","1–1.5 m H × 1–1.5 m W","","","6","11","14","8","60","35","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"0","Enchantress Indian Hawthorn","Rhaphiolepis × delacourii ENCHANTRESS ('Moness')","335","Rose-pink scented flower clusters · glossy evergreen leaves · compact rounded habit","Moderate; low once established","East / South / West","Well-drained loam or sand; Shelter from cold drying winds","Lightly shape after flowering; remove damaged shoots","","May-Jun","","","","","","","","","","","trade name ENCHANTRESS; cultivar code 'Moness'","H4","drought tolerant · coastal · low maintenance","containers · borders · courtyards","1–1.5 m H × 1–1.5 m W","","","5","6","7","5","80","45","","","Hardy through an average UK winter, withstanding -10 to -5C.","evergreen","","","",""
"0","Petite Perfume Pink Mock Orange","Philadelphus PETITE PERFUME PINK ('P1')","335","Deep-pink buds open fragrant pale-pink blooms · compact mound-forming shrub","Moderate; low once established","East / South / West","Fertile, well-drained; Sheltered site","Prune only to shape after flowering","","May-Jul","","","","","","","","","","","trade name PETITE PERFUME PINK; cultivar code 'P1'","H6","drought · coastal · pollution tolerant","containers · scented gardens · shrub borders","1–1.5 m H × 0.5–1 m W","","","7","8","6","4","80","45","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","","","","",""
